object_id,category,title,caption,image_file_path
GSFC_20171208_Archive_e001465,nebula,Planetary Nebula,"This planetary nebula's simple, graceful appearance is thought to be due to perspective: our view from Earth looking straight into what is actually a barrel-shaped cloud of gas shrugged off by a dying central star. Hot blue gas near the energizing central star gives way to progressively cooler green and yellow gas at greater distances with the coolest red gas along the outer boundary. Credit: NASA/Hubble Heritage Team   ----  The Ring Nebula's distinctive shape makes it a popular illustration for astronomy books. But new observations by NASA's Hubble Space Telescope of the glowing gas shroud around an old, dying, sun-like star reveal a new twist.  &quot;The nebula is not like a bagel, but rather, it's like a jelly doughnut, because it's filled with material in the middle,&quot; said C. Robert O'Dell of Vanderbilt University in Nashville, Tenn. He leads a research team that used Hubble and several ground-based telescopes to obtain the best view yet of the iconic nebula. The images show a more complex structure than astronomers once thought and have allowed them to construct the most precise 3-D model of the nebula.  &quot;With Hubble's detail, we see a completely different shape than what's been thought about historically for this classic nebula,&quot; O'Dell said. &quot;The new Hubble observations show the nebula in much clearer detail, and we see things are not as simple as we previously thought.&quot;   The Ring Nebula is about 2,000 light-years from Earth and measures roughly 1 light-year across. Located in the constellation Lyra, the nebula is a popular target for amateur astronomers. Read more: <a href=""http://1.usa.gov/14VAOMk"" rel=""nofollow"">1.usa.gov/14VAOMk</a>  <b><a href=""http://www.nasa.gov/audience/formedia/features/MP_Photo_Guidelines.html"" rel=""nofollow"">NASA image use policy.</a></b>  <b><a href=""http://www.nasa.gov/centers/goddard/home/index.html"" rel=""nofollow"">NASA Goddard Space Flight Center</a></b> enables NASA’s mission through four scientific endeavors: Earth Science, Heliophysics, Solar System Exploration, and Astrophysics. Goddard plays a leading role in NASA’s accomplishments by contributing compelling scientific knowledge to advance the Agency’s mission.  <b>Follow us on <a href=""http://twitter.com/NASAGoddardPix"" rel=""nofollow"">Twitter</a></b>  <b>Like us on <a href=""http://www.facebook.com/pages/Greenbelt-MD/NASA-Goddard/395013845897?ref=tsd"" rel=""nofollow"">Facebook</a></b>  <b>Find us on <a href=""http://instagram.com/nasagoddard?vm=grid"" rel=""nofollow"">Instagram</a></b>",vlm_images/GSFC_20171208_Archive_e001465.jpg
PIA04216,nebula,Ant Nebula,This image from NASA Hubble Space Telescope image of a celestial object called the Ant Nebula may shed new light on the future demise of our Sun.,vlm_images/PIA04216.jpg
PIA04220,nebula,Trifid Nebula,"Atlas Image mosaic, covering 14.8 x 20.0 on the sky, of the Trifid Nebula, aka Messier 20 and NGC 6514. The Trifid is only about 1.5 degrees northwest on the sky of the larger Lagoon Nebula Messier 8 in the constellation Sagittarius",vlm_images/PIA04220.jpg
PIA04225,nebula,N44C nebula,"Resembling the hair in Botticelli famous portrait of the birth of Venus, an image from NASA Hubble Space Telescope has captured softly glowing filaments streaming from hot young stars in a nearby nebula.",vlm_images/PIA04225.jpg
PIA15658,nebula,"NGC 7293, the Helix Nebula","NGC 7293, better known as the Helix nebula, displays its ultraviolet glow courtesy of NASA GALEX. The Helix is the nearest example of a planetary nebula, which is the eventual fate of a star, like our own Sun, as it approaches the end of its life.",vlm_images/PIA15658.jpg
PIA07902,nebula,Planetary Nebula NGC 7293 also Known as the Helix Nebula,"This ultraviolet image from NASA Galaxy Evolution Explorer is of the planetary nebula NGC 7293 also known as the Helix Nebula. It is the nearest example of what happens to a star, like our own Sun, as it approaches the end of its life when it runs out of fuel, expels gas outward and evolves into a much hotter, smaller and denser white dwarf star.  http://photojournal.jpl.nasa.gov/catalog/PIA07902",vlm_images/PIA07902.jpg
hubble-sees-the-wings-of-a-butterfly-the-twin-jet-nebula_20283986193_o,nebula,The Twin Jet Nebula,"The Twin Jet Nebula, or PN M2-9, is a striking example of a bipolar planetary nebula. Bipolar planetary nebulae are formed when the central object is not a single star, but a binary system, Studies have shown that the nebula’s size increases with time, and measurements of this rate of increase suggest that the stellar outburst that formed the lobes occurred just 1200 years ago.",vlm_images/hubble-sees-the-wings-of-a-butterfly-the-twin-jet-nebula_20283986193_o.jpg
PIA04200,nebula,Doradus Nebula,"A panoramic view of a vast, sculpted area of gas and dust where thousands of stars are being born has been captured by NASA's Hubble Space Telescope.  The image, taken by Hubble's Wide Field and Planetary Camera 2, is online at http://hubblesite.org/newscenter/archive/releases/2001/21/image/a/. The camera was designed and built by NASA's Jet Propulsion Laboratory, Pasadena, Calif.  The photo offers an unprecedented, detailed view of the entire inner region of the fertile, star-forming 30 Doradus Nebula. The mosaic picture shows that ultraviolet radiation and high-speed material unleashed by the stars in the cluster, called R136 (the large blue blob left of center), are weaving a tapestry of creation and destruction, triggering the collapse of looming gas and dust clouds and forming pillar-like structures that incubate newborn stars.  The 30 Doradus Nebula is in the Large Magellanic Cloud, a satellite galaxy of the Milky Way located 170,000 light-years from Earth. Nebulas like 30 Doradus are signposts of recent star birth. High-energy ultraviolet radiation from young, hot, massive stars in R136 causes surrounding gaseous material to glow. Previous Hubble telescope observations showed that R136 contains several dozen of the most massive stars known, each about 100 times the mass of the Sun and about 10 times as hot. These stellar behemoths formed about 2 million years ago.  The stars in R136 produce intense ""stellar winds,"" streams of material traveling at several million miles an hour. These winds push the gas away from the cluster and compress the inner regions of the surrounding gas and dust clouds (seen in the image as the pinkish material). The intense pressure triggers the collapse of parts of the clouds, producing a new star formation around the central cluster. Most stars in the nursery are not visible because they are still encased in cocoons of gas and dust.  This mosaic image of 30 Doradus consists of five overlapping pictures taken between January 1994 and September 2000 by the Wide Field and Planetary Camera 2. Several color filters enhance important details in the stars and the nebula. Blue corresponds to the hot stars. The greenish color denotes hot gas energized by the central cluster of stars. Pink depicts the glowing edges of the gas and dust clouds facing the cluster, which are being bombarded by winds and radiation. Reddish-brown represents the cooler surfaces of the clouds, which are not receiving direct radiation from the central cluster.  http://photojournal.jpl.nasa.gov/catalog/PIA04200",vlm_images/PIA04200.jpg
PIA04226,nebula,Ghost Head Nebula,"Looking like a colorful holiday card, a new image from NASA Hubble Space Telescope reveals a vibrant green and red nebula far from Earth.",vlm_images/PIA04226.jpg
PIA04215,nebula,Horsehead Nebula,"Rising from a sea of dust and gas like a giant seahorse, the Horsehead nebula is one of the most photographed objects in the sky. NASA Hubble Space Telescope took a close-up look at this heavenly icon, revealing the cloud intricate structure.",vlm_images/PIA04215.jpg
PIA04227,nebula,Orion Nebula and Bow Shock,"Astronomers using NASA Hubble Space Telescope have found a bow shock around a very young star in the nearby Orion nebula, an intense star-forming region of gas and dust.",vlm_images/PIA04227.jpg
PIA05062,nebula,The Tarantula Nebula,"NASA Spitzer Space Telescope, formerly known as the Space Infrared Telescope Facility, has captured in stunning detail the spidery filaments and newborn stars of theTarantula Nebula, a rich star-forming region also known as 30 Doradus. This cloud of glowing dust and gas is located in the Large Magellanic Cloud, the nearest galaxy to our own Milky Way, and is visible primarily from the Southern Hemisphere. This image of an interstellar cauldron provides a snapshot of the complex physical processes and chemistry that govern the birth - and death - of stars.  At the heart of the nebula is a compact cluster of stars, known as R136, which contains very massive and young stars. The brightest of these blue supergiant stars are up to 100 times more massive than the Sun, and are at least 100,000 times more luminous. These stars will live fast and die young, at least by astronomical standards, exhausting their nuclear fuel in a few million years.  The Spitzer Space Telescope image was obtained with an infrared array camera that is sensitive to invisible infrared light at wavelengths that are about ten times longer than visible light. In this four-color composite, emission at 3.6 microns is depicted in blue, 4.5 microns in green, 5.8 microns in orange, and 8.0 microns in red. The image covers a region that is three-quarters the size of the full moon.  The Spitzer observations penetrate the dust clouds throughout the Tarantula to reveal previously hidden sites of star formation. Within the luminescent nebula, many holes are also apparent. These voids are produced by highly energetic winds originating from the massive stars in the central star cluster. The structures at the edges of these voids are particularly interesting. Dense pillars of gas and dust, sculpted by the stellar radiation, denote the birthplace of future generations of stars.  The Spitzer image provides information about the composition of the material at the edges of the voids. The surface layers closest to the massive stars are subject to the most intense stellar radiation. Here, the atoms are stripped of their electrons, and the green color of these regions is indicative of the radiation from this highly excited, or 'ionized,' material. The ubiquitous red filaments seen throughout the image reveal the presence of molecular material thought to be rich in hydrocarbons.  The Tarantula Nebula is the nearest example of a 'starburst' phenomenon, in which intense episodes of star formation occur on massive scales. Most starbursts, however, are associated with dusty and distant galaxies. Spitzer infrared observations of the Tarantula provide astronomers with an unprecedented view of the lifecycle of massive stars and their vital role in regulating the birth of future stellar and planetary systems.  http://photojournal.jpl.nasa.gov/catalog/PIA05062",vlm_images/PIA05062.jpg
PIA03606,nebula,Most Detailed Image of the Crab Nebula,The Crab Nebula is one of the most intricately structured and highly  dynamical objects ever observed. The new Hubble image of the Crab was  assembled from 24 individual exposures taken with the NASA/ESA Hubble  Space Telescope,vlm_images/PIA03606.jpg
GSFC_20171208_Archive_e001518,nebula,Horsehead Nebula,"Image released April 19, 2013.  Astronomers have used NASA's Hubble Space Telescope to photograph the iconic Horsehead Nebula in a new, infrared light to mark the 23rd anniversary of the famous observatory's launch aboard the space shuttle Discovery on April 24, 1990.  Looking like an apparition rising from whitecaps of interstellar foam, the iconic Horsehead Nebula has graced astronomy books ever since its discovery more than a century ago. The nebula is a favorite target for amateur and professional astronomers. It is shadowy in optical light. It appears transparent and ethereal when seen at infrared wavelengths. The rich tapestry of the Horsehead Nebula pops out against the backdrop of Milky Way stars and distant galaxies that easily are visible in infrared light.  <b>Credit:</b> NASA, ESA, and the Hubble Heritage Team (STScI/AURA)  <b><a href=""http://www.nasa.gov/mission_pages/hubble/science/horsehead-different.html"" target=""_blank"" rel=""nofollow"">More on this image.</a></b>  <b><a href=""http://www.nasa.gov/audience/formedia/features/MP_Photo_Guidelines.html"" rel=""nofollow"">NASA image use policy.</a></b>  <b><a href=""http://www.nasa.gov/centers/goddard/home/index.html"" rel=""nofollow"">NASA Goddard Space Flight Center</a></b> enables NASA’s mission through four scientific endeavors: Earth Science, Heliophysics, Solar System Exploration, and Astrophysics. Goddard plays a leading role in NASA’s accomplishments by contributing compelling scientific knowledge to advance the Agency’s mission.  <b>Follow us on <a href=""http://twitter.com/NASAGoddardPix"" rel=""nofollow"">Twitter</a></b>  <b>Like us on <a href=""http://www.facebook.com/pages/Greenbelt-MD/NASA-Goddard/395013845897?ref=tsd"" rel=""nofollow"">Facebook</a></b>  <b>Find us on <a href=""http://instagrid.me/nasagoddard/?vm=grid"" rel=""nofollow"">Instagram</a></b>",vlm_images/GSFC_20171208_Archive_e001518.jpg
PIA09178,nebula,Comets Kick up Dust in Helix Nebula,"This infrared image from NASA Spitzer Space Telescope shows the Helix nebula, a cosmic starlet often photographed by amateur astronomers for its vivid colors and eerie resemblance to a giant eye.",vlm_images/PIA09178.jpg
PIA17409,nebula,"Nebula? No, It the Cat Eye Crater!","Nebula? No, It the Cat Eye Crater!",vlm_images/PIA17409.jpg
GSFC_20171208_Archive_e001464,nebula,Hubble reveals the Ring Nebula’s true shape,"Caption: In this composite image, visible-light observations by NASA’s Hubble Space Telescope are combined with infrared data from the ground-based Large Binocular Telescope in Arizona to assemble a dramatic view of the well-known Ring Nebula.   Credit: NASA, ESA, C.R. Robert O’Dell (Vanderbilt University), G.J. Ferland (University of Kentucky), W.J. Henney and M. Peimbert (National Autonomous University of Mexico) Credit for Large Binocular Telescope data: David Thompson (University of Arizona)   ----  The Ring Nebula's distinctive shape makes it a popular illustration for astronomy books. But new observations by NASA's Hubble Space Telescope of the glowing gas shroud around an old, dying, sun-like star reveal a new twist.  &quot;The nebula is not like a bagel, but rather, it's like a jelly doughnut, because it's filled with material in the middle,&quot; said C. Robert O'Dell of Vanderbilt University in Nashville, Tenn. He leads a research team that used Hubble and several ground-based telescopes to obtain the best view yet of the iconic nebula. The images show a more complex structure than astronomers once thought and have allowed them to construct the most precise 3-D model of the nebula.  &quot;With Hubble's detail, we see a completely different shape than what's been thought about historically for this classic nebula,&quot; O'Dell said. &quot;The new Hubble observations show the nebula in much clearer detail, and we see things are not as simple as we previously thought.&quot;   The Ring Nebula is about 2,000 light-years from Earth and measures roughly 1 light-year across. Located in the constellation Lyra, the nebula is a popular target for amateur astronomers. Read more: <a href=""http://1.usa.gov/14VAOMk"" rel=""nofollow"">1.usa.gov/14VAOMk</a>  <b><a href=""http://www.nasa.gov/audience/formedia/features/MP_Photo_Guidelines.html"" rel=""nofollow"">NASA image use policy.</a></b>  <b><a href=""http://www.nasa.gov/centers/goddard/home/index.html"" rel=""nofollow"">NASA Goddard Space Flight Center</a></b> enables NASA’s mission through four scientific endeavors: Earth Science, Heliophysics, Solar System Exploration, and Astrophysics. Goddard plays a leading role in NASA’s accomplishments by contributing compelling scientific knowledge to advance the Agency’s mission.  <b>Follow us on <a href=""http://twitter.com/NASA_GoddardPix"" rel=""nofollow"">Twitter</a></b>  <b>Like us on <a href=""http://www.facebook.com/pages/Greenbelt-MD/NASA-Goddard/395013845897?ref=tsd"" rel=""nofollow"">Facebook</a></b>  <b>Find us on <a href=""http://instagram.com/nasagoddard?vm=grid"" rel=""nofollow"">Instagram</a></b>",vlm_images/GSFC_20171208_Archive_e001464.jpg
PIA04249,nebula,"Close-up of M27, the Dumbbell Nebula","An aging star last hurrah creates a flurry of glowing knots of gas that appear to be streaking through space. This closeup image of the Dumbbell Nebula was taken by the JPL-built and designed WFC3 camera, onboard NASA's Hubble Space Telescope.  http://photojournal.jpl.nasa.gov/catalog/PIA04249",vlm_images/PIA04249.jpg
GSFC_20171208_Archive_e001955,nebula,Hubble reveals heart of Lagoon Nebula,"Image release date September 22, 2010  To view a video of this image go here: <a href=""http://www.flickr.com/photos/gsfc/5014452203"">www.flickr.com/photos/gsfc/5014452203</a>  Caption: A spectacular new NASA/ESA Hubble Space Telescope image reveals the heart of the Lagoon Nebula. Seen as a massive cloud of glowing dust and gas, bombarded by the energetic radiation of new stars, this placid name hides a dramatic reality.  The Advanced Camera for Surveys (ACS) on the NASA/ESA Hubble Space Telescope has captured a dramatic view of gas and dust sculpted by intense radiation from hot young stars deep in the heart of the Lagoon Nebula (Messier 8). This spectacular object is named after the wide, lagoon-shaped dust lane that crosses the glowing gas of the nebula.  This structure is prominent in wide-field images, but cannot be seen in this close-up. However the strange billowing shapes and sandy texture visible in this image make the Lagoon Nebula’s watery name eerily appropriate from this viewpoint too.  Located four to five thousand light-years away, in the constellation of Sagittarius (the Archer), Messier 8 is a huge region of star birth that stretches across one hundred light-years. Clouds of hydrogen gas are slowly collapsing to form new stars, whose bright ultraviolet rays then light up the surrounding gas in a distinctive shade of red.  The wispy tendrils and beach-like features of the nebula are not caused by the ebb and flow of tides, but rather by ultraviolet radiation’s ability to erode and disperse the gas and dust into the distinctive shapes that we see.  In recent years astronomers probing the secrets of the Lagoon Nebula have found the first unambiguous proof that star formation by accretion of matter from the gas cloud is ongoing in this region.  Young stars that are still surrounded by an accretion disc occasionally shoot out long tendrils of matter from their poles. Several examples of these jets, known as Herbig-Haro objects, have been found in this nebula in the last five years, providing strong support for astronomers’ theories about star formation in such hydrogen-rich regions.  The Lagoon Nebula is faintly visible to the naked eye on dark nights as a small patch of grey in the heart of the Milky Way. Without a telescope, the nebula looks underwhelming because human eyes are unable to distinguish clearly between colours at low light levels. Charles Messier, the 18th century French astronomer, observed the nebula and included it in his famous astronomical catalogue, from which the nebula’s alternative name comes. But his relatively small refracting telescope would only have hinted at the dramatic structures and colours now visible thanks to Hubble.  The Hubble Space Telescope is a project of international cooperation between ESA and NASA.  Image credit: NASA, ESA  <b><a href=""http://www.nasa.gov/audience/formedia/features/MP_Photo_Guidelines.html"" rel=""nofollow"">NASA image use policy.</a></b>  <b><a href=""http://www.nasa.gov/centers/goddard/home/index.html"" rel=""nofollow"">NASA Goddard Space Flight Center</a></b> enables NASA’s mission through four scientific endeavors: Earth Science, Heliophysics, Solar System Exploration, and Astrophysics. Goddard plays a leading role in NASA’s accomplishments by contributing compelling scientific knowledge to advance the Agency’s mission.  <b>Follow us on <a href=""http://twitter.com/NASAGoddardPix"" rel=""nofollow"">Twitter</a></b>  <b>Like us on <a href=""http://www.facebook.com/pages/Greenbelt-MD/NASA-Goddard/395013845897?ref=tsd"" rel=""nofollow"">Facebook</a></b>  <b>Find us on <a href=""http://instagram.com/nasagoddard?vm=grid"" rel=""nofollow"">Instagram</a></b>  To learn more about the Hubble Space Telescope go here: <a href=""http://www.nasa.gov/mission_pages/hubble/main/index.html"" rel=""nofollow"">www.nasa.gov/mission_pages/hubble/main/index.html</a>",vlm_images/GSFC_20171208_Archive_e001955.jpg
GSFC_20171208_Archive_e001743,nebula,Hubble Images Searchlight Beams from a Preplanetary Nebula,"NASA image release April 27, 2012  The NASA/ESA Hubble Space Telescope has been at the cutting edge of research into what happens to stars like our sun at the ends of their lives. One stage that stars pass through as they run out of nuclear fuel is called the preplanetary or protoplanetary nebula stage. This Hubble image of the Egg Nebula shows one of the best views to date of this brief but dramatic phase in a star’s life.  The preplanetary nebula phase is a short period in the cycle of stellar evolution, and has nothing to do with planets. Over a few thousand years, the hot remains of the aging star in the center of the nebula heat it up, excite the gas, and make it glow as a subsequent planetary nebula. The short lifespan of preplanetary nebulae means there are relatively few of them in existence at any one time. Moreover, they are very dim, requiring powerful telescopes to be seen. This combination of rarity and faintness means they were only discovered comparatively recently. The Egg Nebula, the first to be discovered, was first spotted less than 40 years ago, and many aspects of this class of object remain shrouded in mystery.  At the center of this image, and hidden in a thick cloud of dust, is the nebula’s central star. While we can’t see the star directly, four searchlight beams of light coming from it shine out through the nebula. It is thought that ring-shaped holes in the thick cocoon of dust, carved by jets coming from the star, let the beams of light emerge through the otherwise opaque cloud. The precise mechanism by which stellar jets produce these holes is not known for certain, but one possible explanation is that a binary star system, rather than a single star, exists at the center of the nebula.  The onion-like layered structure of the more diffuse cloud surrounding the central cocoon is caused by periodic bursts of material being ejected from the dying star. The bursts typically occur every few hundred years.  The distance to the Egg Nebula is only known very approximately, the best guess placing it at around 3,000 light-years from Earth. This in turn means that astronomers do not have any accurate figures for the size of the nebula (it may be larger and further away, or smaller but nearer).  This image is produced from exposures in visible and infrared light from Hubble’s Wide Field Camera 3.  Credit: ESA/Hubble, NASA  <b><a href=""http://www.nasa.gov/audience/formedia/features/MP_Photo_Guidelines.html"" rel=""nofollow"">NASA image use policy.</a></b>  <b><a href=""http://www.nasa.gov/centers/goddard/home/index.html"" rel=""nofollow"">NASA Goddard Space Flight Center</a></b> enables NASA’s mission through four scientific endeavors: Earth Science, Heliophysics, Solar System Exploration, and Astrophysics. Goddard plays a leading role in NASA’s accomplishments by contributing compelling scientific knowledge to advance the Agency’s mission.  <b>Follow us on <a href=""http://twitter.com/NASAGoddardPix"" rel=""nofollow"">Twitter</a></b>  <b>Like us on <a href=""http://www.facebook.com/pages/Greenbelt-MD/NASA-Goddard/395013845897?ref=tsd"" rel=""nofollow"">Facebook</a></b>  <b>Find us on <a href=""http://instagrid.me/nasagoddard/?vm=grid"" rel=""nofollow"">Instagram</a></b>",vlm_images/GSFC_20171208_Archive_e001743.jpg
GSFC_20171208_Archive_e000699,nebula,Hubble View of a Nitrogen-Rich Nebula,"This NASA/ESA Hubble Space Telescope image shows a planetary nebula named NGC 6153, located about 4,000 light-years away in the southern constellation of Scorpius (The Scorpion). The faint blue haze across the frame shows what remains of a star like the sun after it has depleted most of its fuel. When this happens, the outer layers of the star are ejected, and get excited and ionized by the energetic ultraviolet light emitted by the bright hot core of the star, forming the nebula.  NGC 6153 is a planetary nebula that is elliptical in shape, with an extremely rich network of loops and filaments, shown clearly in this Hubble image. However, this is not what makes this planetary nebula so interesting for astronomers.  Measurements show that NGC 6153 contains large amounts of neon, argon, oxygen, carbon and chlorine — up to three times more than can be found in the solar system. The nebula contains a whopping five times more nitrogen than our sun! Although it may be that the star developed higher levels of these elements as it grew and evolved, it is more likely that the star originally formed from a cloud of material that already contained a lot more of these elements.  Text credit: European Space Agency Image credit: ESA/Hubble &amp; NASA, Acknowledgement: Matej Novak  <b><a href=""http://www.nasa.gov/audience/formedia/features/MP_Photo_Guidelines.html"" rel=""nofollow"">NASA image use policy.</a></b>  <b><a href=""http://www.nasa.gov/centers/goddard/home/index.html"" rel=""nofollow"">NASA Goddard Space Flight Center</a></b> enables NASA’s mission through four scientific endeavors: Earth Science, Heliophysics, Solar System Exploration, and Astrophysics. Goddard plays a leading role in NASA’s accomplishments by contributing compelling scientific knowledge to advance the Agency’s mission.  <b>Follow us on <a href=""http://twitter.com/NASAGoddardPix"" rel=""nofollow"">Twitter</a></b>  <b>Like us on <a href=""http://www.facebook.com/pages/Greenbelt-MD/NASA-Goddard/395013845897?ref=tsd"" rel=""nofollow"">Facebook</a></b>  <b>Find us on <a href=""http://instagrid.me/nasagoddard/?vm=grid"" rel=""nofollow"">Instagram</a></b>",vlm_images/GSFC_20171208_Archive_e000699.jpg
PIA25433,nebula,The Eagle Nebula Observed by WISE,"The dusty face of the Eagle Nebula and its surroundings are revealed in this image based on data from NASA's Wide Field Survey Explorer (WISE). WISE detects infrared light, or a range of wavelengths longer than what the human eye can see. This large star forming region is about 5,700 light years away from Earth and is most famous for being home to the the ""Pillars of Creation,"" a region famously imaged by NASA's Hubble and James Webb space telescopes. The WISE data reveals the entire structure of the nebula surrounding the pillars, which themselves can be seen as a faint yellow-green feature inside the white circle.  While the WISE view of the ""Pillars"" is not as sharp as those taken by Webb and Hubble, the telescope's wide field of view allows us to explore the extended nebula around it. When viewed in visible light, the dust is dark and opaque. In these infrared wavelengths, the dust becomes more translucent, and emits infrared light, shown in green, yellow, and red in this image.  The data used in this image came from WISE's primary mission which ran from 2009 to 2011. In 2013, NASA took the spacecraft out of hibernation and began using it to track and study near-Earth objects. The mission and the spacecraft were renamed NEOWISE. However, the data is still being used by astronomers to study objects and regions outside our solar system.  Blue and cyan are used to represent infrared light at wavelengths of 3.4 and 4.6 microns, while green and red display longer wavelengths of 12 and 22 microns, respectively.  Animation available at https://photojournal.jpl.nasa.gov/catalog/PIA25433",vlm_images/PIA25433.jpg
PIA13014,nebula,Soul Nebula,"This mosaic from NASA WISE Telescope is of the Soul Nebula. It is an open cluster of stars surrounded by a cloud of dust and gas located about 6,500 light-years from Earth in the constellation Cassiopeia, near the Heart Nebula.",vlm_images/PIA13014.jpg
carina_nebula,nebula,James Webb Space Telescope NIRCam Image of the “Cosmic Cliffs” in Carina Nebula,"What looks much like craggy mountains on a moonlit evening is actually the edge of a nearby, young, star-forming region NGC 3324 in the Carina Nebula. Captured in infrared light by the Near-Infrared Camera (NIRCam) on NASA’s James Webb Space Telescope, this image reveals previously obscured areas of star birth.  Called the Cosmic Cliffs, the region is actually the edge of a gigantic, gaseous cavity within NGC 3324, roughly 7,600 light-years away. The cavernous area has been carved from the nebula by the intense ultraviolet radiation and stellar winds from extremely massive, hot, young stars located in the center of the bubble, above the area shown in this image. The high-energy radiation from these stars is sculpting the nebula’s wall by slowly eroding it away.    NIRCam – with its crisp resolution and unparalleled sensitivity – unveils hundreds of previously hidden stars, and even numerous background galaxies. Several prominent features in this image are described below.  • The “steam” that appears to rise from the celestial “mountains” is actually hot, ionized gas and hot dust streaming away from the nebula due to intense, ultraviolet radiation.   • Dramatic pillars rise above the glowing wall of gas, resisting the blistering ultraviolet radiation from the young stars.  • Bubbles and cavities are being blown by the intense radiation and stellar winds of newborn stars.  • Protostellar jets and outflows, which appear in gold, shoot from dust-enshrouded, nascent stars.  • A “blow-out” erupts at the top-center of the ridge, spewing gas and dust into the interstellar medium.   • An unusual “arch” appears, looking like a bent-over cylinder.  This period of very early star formation is difficult to capture because, for an individual star, it lasts only about 50,000 to 100,000 years – but Webb’s extreme sensitivity and exquisite spatial resolution have chronicled this rare event.  Located roughly 7,600 light-years away, NGC 3324 was first catalogued by James Dunlop in 1826. Visible from the Southern Hemisphere, it is located at the northwest corner of the Carina Nebula (NGC 3372), which resides in the constellation Carina. The Carina Nebula is home to the Keyhole Nebula and the active, unstable supergiant star called Eta Carinae.   NIRCam was built by a team at the University of Arizona and Lockheed Martin’s Advanced Technology Center.",vlm_images/carina_nebula.jpg
GSFC_20171208_Archive_e002155,nebula,Cat's Eye Nebula,"The Cat's Eye Nebula, one of the first planetary nebulae discovered, also has one of the most complex forms known to this kind of nebula. Eleven rings, or shells, of gas make up the Cat's Eye.  The full beauty of the Cat's Eye Nebula is revealed in this detailed view from NASA's Hubble Space Telescope. The image from Hubble's Advanced Camera for Surveys (ACS) shows a bull's eye pattern of eleven or even more concentric rings, or shells, around the Cat's Eye. Each 'ring' is actually the edge of a spherical bubble seen projected onto the sky -- that's why it appears bright along its outer edge.   Observations suggest the star ejected its mass in a series of pulses at 1,500-year intervals. These convulsions created dust shells, each of which contain as much mass as all of the planets in our solar system combined (still only one percent of the Sun's mass). These concentric shells make a layered, onion-skin structure around the dying star. The view from Hubble is like seeing an onion cut in half, where each skin layer is discernible.  The bull's-eye patterns seen around planetary nebulae come as a surprise to astronomers because they had no expectation that episodes of mass loss at the end of stellar lives would repeat every 1,500 years. Several explanations have been proposed, including cycles of magnetic activity somewhat similar to our own Sun's sunspot cycle, the action of companion stars orbiting around the dying star, and stellar pulsations. Another school of thought is that the material is ejected smoothly from the star, and the rings are created later on due to formation of waves in the outflowing material.    Credit: NASA, ESA, HEIC, and The Hubble Heritage Team (STScI/AURA) Acknowledgment: R. Corradi (Isaac Newton Group of Telescopes, Spain) and Z. Tsvetanov (NASA)  The Hubble Space Telescope is a project of international cooperation between NASA and the European Space Agency. NASA's Goddard Space Flight Center manages the telescope. The Space Telescope Science Institute conducts Hubble science operations.  Goddard is responsible for HST project management, including mission and science operations, servicing missions, and all associated development activities.  To learn more about the Hubble Space Telescope go here:  <a href=""http://www.nasa.gov/mission_pages/hubble/main/index.html"" rel=""nofollow"">www.nasa.gov/mission_pages/hubble/main/index.html</a>  <b><a href=""http://www.nasa.gov/audience/formedia/features/MP_Photo_Guidelines.html"" rel=""nofollow"">NASA image use policy.</a></b>  <b><a href=""http://www.nasa.gov/centers/goddard/home/index.html"" rel=""nofollow"">NASA Goddard Space Flight Center</a></b> enables NASA’s mission through four scientific endeavors: Earth Science, Heliophysics, Solar System Exploration, and Astrophysics. Goddard plays a leading role in NASA’s accomplishments by contributing compelling scientific knowledge to advance the Agency’s mission.  <b>Follow us on <a href=""http://twitter.com/NASAGoddardPix"" rel=""nofollow"">Twitter</a></b>  <b>Like us on <a href=""http://www.facebook.com/pages/Greenbelt-MD/NASA-Goddard/395013845897?ref=tsd"" rel=""nofollow"">Facebook</a></b>  <b>Find us on <a href=""http://instagram.com/nasagoddard?vm=grid"" rel=""nofollow"">Instagram</a></b>",vlm_images/GSFC_20171208_Archive_e002155.jpg
